"country"	"code"
"ME"	"ME-08"
"ME"	"ME-09"
"ME"	"ME-10"
"ME"	"ME-11"
"ME"	"ME-12"
"ME"	"ME-13"
"ME"	"ME-14"
"ME"	"ME-15"
"ME"	"ME-16"
"ME"	"ME-17"
"ME"	"ME-18"
"ME"	"ME-19"
"ME"	"ME-20"
"ME"	"ME-21"
"ME"	"ME-22"
"ME"	"ME-23"
"ME"	"ME-24"
"ME"	"ME-25"
"MG"	"MG-A"
"MG"	"MG-D"
"MG"	"MG-F"
"MG"	"MG-M"
"MG"	"MG-T"
"MG"	"MG-U"
"MH"	"MH-ALK"
"MH"	"MH-ALL"
"MH"	"MH-ARN"
"MH"	"MH-AUR"
"MH"	"MH-EBO"
"MH"	"MH-ENI"
"MH"	"MH-JAB"
"MH"	"MH-JAL"
"MH"	"MH-KIL"
"MH"	"MH-KWA"
"MH"	"MH-L"
"MH"	"MH-LAE"
"MH"	"MH-LIB"
"MH"	"MH-LIK"
"MH"	"MH-MAJ"
"MH"	"MH-MAL"
"MH"	"MH-MEJ"
"MH"	"MH-MIL"
"MH"	"MH-NMK"
"MH"	"MH-NMU"
"MH"	"MH-RON"
"MH"	"MH-T"
"MH"	"MH-UJA"
"MH"	"MH-UTI"
"MH"	"MH-WTH"
"MH"	"MH-WTJ"
"MK"	"MK-101"
"MK"	"MK-102"
"MK"	"MK-103"
"MK"	"MK-104"
"MK"	"MK-105"
"MK"	"MK-106"
"MK"	"MK-107"
"MK"	"MK-108"
"MK"	"MK-109"
"MK"	"MK-201"
"MK"	"MK-202"
"MK"	"MK-203"
"MK"	"MK-204"
"MK"	"MK-205"
"MK"	"MK-206"
"MK"	"MK-207"
"MK"	"MK-208"
"MK"	"MK-209"
"MK"	"MK-210"
"MK"	"MK-211"
"MK"	"MK-301"
"MK"	"MK-303"
"MK"	"MK-304"
"MK"	"MK-307"
"MK"	"MK-308"
"MK"	"MK-310"
"MK"	"MK-311"
"MK"	"MK-312"
"MK"	"MK-313"
"MK"	"MK-401"
"MK"	"MK-402"
"MK"	"MK-403"
"MK"	"MK-404"
"MK"	"MK-405"
"MK"	"MK-406"
"MK"	"MK-407"
"MK"	"MK-408"
"MK"	"MK-409"
"MK"	"MK-410"
"MK"	"MK-501"
"MK"	"MK-502"
"MK"	"MK-503"
"MK"	"MK-504"
"MK"	"MK-505"
"MK"	"MK-506"
"MK"	"MK-507"
"MK"	"MK-508"
"MK"	"MK-509"
"MK"	"MK-601"
"MK"	"MK-602"
"MK"	"MK-603"
"MK"	"MK-604"
"MK"	"MK-605"
"MK"	"MK-606"
"MK"	"MK-607"
"MK"	"MK-608"
"MK"	"MK-609"
"MK"	"MK-701"
"MK"	"MK-702"
"MK"	"MK-703"
"MK"	"MK-704"
"MK"	"MK-705"
"MK"	"MK-706"
"MK"	"MK-801"
"MK"	"MK-802"
"MK"	"MK-803"
"MK"	"MK-804"
"MK"	"MK-805"
"MK"	"MK-806"
"MK"	"MK-807"
"MK"	"MK-808"
"MK"	"MK-809"
"MK"	"MK-810"
"MK"	"MK-811"
"MK"	"MK-812"
"MK"	"MK-813"
"MK"	"MK-814"
"MK"	"MK-815"
"MK"	"MK-816"
"MK"	"MK-817"
"ML"	"ML-1"
"ML"	"ML-10"
"ML"	"ML-2"
"ML"	"ML-3"
"ML"	"ML-4"
"ML"	"ML-5"
"ML"	"ML-6"
"ML"	"ML-7"
"ML"	"ML-8"
"ML"	"ML-9"
"ML"	"ML-BKO"
"MM"	"MM-01"
"MM"	"MM-02"
"MM"	"MM-03"
"MM"	"MM-04"
"MM"	"MM-05"
"MM"	"MM-06"
"MM"	"MM-07"
"MM"	"MM-11"
"MM"	"MM-12"
"MM"	"MM-13"
"MM"	"MM-14"
"MM"	"MM-15"
"MM"	"MM-16"
"MM"	"MM-17"
"MM"	"MM-18"
"MN"	"MN-035"
"MN"	"MN-037"
"MN"	"MN-039"
"MN"	"MN-041"
"MN"	"MN-043"
"MN"	"MN-046"
"MN"	"MN-047"
"MN"	"MN-049"
"MN"	"MN-051"
"MN"	"MN-053"
"MN"	"MN-055"
"MN"	"MN-057"
"MN"	"MN-059"
"MN"	"MN-061"
"MN"	"MN-063"
"MN"	"MN-064"
"MN"	"MN-065"
"MN"	"MN-067"
"MN"	"MN-069"
"MN"	"MN-071"
"MN"	"MN-073"
"MN"	"MN-1"
"MR"	"MR-01"
"MR"	"MR-02"
"MR"	"MR-03"
"MR"	"MR-04"
"MR"	"MR-05"
"MR"	"MR-06"
"MR"	"MR-07"
"MR"	"MR-08"
"MR"	"MR-09"
"MR"	"MR-10"
"MR"	"MR-11"
"MR"	"MR-12"
"MR"	"MR-13"
"MR"	"MR-14"
"MR"	"MR-15"
"MT"	"MT-01"
"MT"	"MT-02"
"MT"	"MT-03"
"MT"	"MT-04"
"MT"	"MT-05"
"MT"	"MT-06"
"MT"	"MT-07"
"MT"	"MT-08"
"MT"	"MT-09"
"MT"	"MT-10"
"MT"	"MT-11"
"MT"	"MT-12"
"MT"	"MT-13"
"MT"	"MT-14"
"MT"	"MT-15"
"MT"	"MT-16"
"MT"	"MT-17"
"MT"	"MT-18"
"MT"	"MT-19"
"MT"	"MT-20"
"MT"	"MT-21"
"MT"	"MT-22"
"MT"	"MT-23"
"MT"	"MT-24"
"MT"	"MT-25"
"MT"	"MT-26"
"MT"	"MT-27"
"MT"	"MT-28"
"MT"	"MT-29"
"MT"	"MT-30"
"MT"	"MT-31"
"MT"	"MT-32"
"MT"	"MT-33"
"MT"	"MT-34"
"MT"	"MT-35"
"MT"	"MT-36"
"MT"	"MT-37"
"MT"	"MT-38"
"MT"	"MT-39"
"MT"	"MT-40"
"MT"	"MT-41"
"MT"	"MT-42"
"MT"	"MT-43"
"MT"	"MT-44"
"MT"	"MT-45"
"MT"	"MT-46"
"MT"	"MT-47"
"MT"	"MT-48"
"MT"	"MT-49"
"MT"	"MT-50"
"MT"	"MT-51"
"MT"	"MT-52"
"MT"	"MT-53"
"MT"	"MT-54"
"MT"	"MT-55"
"MT"	"MT-56"
"MT"	"MT-57"
"MT"	"MT-58"
"MT"	"MT-59"
"MT"	"MT-60"
"MT"	"MT-61"
"MT"	"MT-62"
"MT"	"MT-63"
"MT"	"MT-64"
"MT"	"MT-65"
"MT"	"MT-66"
"MT"	"MT-67"
"MT"	"MT-68"
"MU"	"MU-AG"
"MU"	"MU-BL"
"MU"	"MU-CC"
"MU"	"MU-FL"
"MU"	"MU-GP"
"MU"	"MU-MO"
"MU"	"MU-PA"
"MU"	"MU-PL"
"MU"	"MU-PW"
"MU"	"MU-RO"
"MU"	"MU-RR"
"MU"	"MU-SA"
"MV"	"MV-00"
"MV"	"MV-01"
"MV"	"MV-02"
"MV"	"MV-03"
"MV"	"MV-04"
"MV"	"MV-05"
"MV"	"MV-07"
"MV"	"MV-08"
"MV"	"MV-12"
"MV"	"MV-13"
"MV"	"MV-14"
"MV"	"MV-17"
"MV"	"MV-20"
"MV"	"MV-23"
"MV"	"MV-24"
"MV"	"MV-25"
"MV"	"MV-26"
"MV"	"MV-27"
"MV"	"MV-28"
"MV"	"MV-29"
"MV"	"MV-MLE"
"MW"	"MW-BA"
"MW"	"MW-BL"
"MW"	"MW-C"
"MW"	"MW-CK"
"MW"	"MW-CR"
"MW"	"MW-CT"
"MW"	"MW-DE"
"MW"	"MW-DO"
"MW"	"MW-KR"
"MW"	"MW-KS"
"MW"	"MW-LI"
"MW"	"MW-LK"
"MW"	"MW-MC"
"MW"	"MW-MG"
"MW"	"MW-MH"
"MW"	"MW-MU"
"MW"	"MW-MW"
"MW"	"MW-MZ"
"MW"	"MW-N"
"MW"	"MW-NB"
"MW"	"MW-NE"
"MW"	"MW-NI"
"MW"	"MW-NK"
"MW"	"MW-NS"
"MW"	"MW-NU"
"MW"	"MW-PH"
"MW"	"MW-RU"
"MW"	"MW-S"
"MW"	"MW-SA"
"MW"	"MW-TH"
"MW"	"MW-ZO"
"MX"	"MX-AGU"
"MX"	"MX-BCN"
"MX"	"MX-BCS"
"MX"	"MX-CAM"
"MX"	"MX-CHH"
"MX"	"MX-CHP"
"MX"	"MX-CMX"
"MX"	"MX-COA"
"MX"	"MX-COL"
"MX"	"MX-DUR"
"MX"	"MX-GRO"
"MX"	"MX-GUA"
"MX"	"MX-HID"
"MX"	"MX-JAL"
"MX"	"MX-MEX"
"MX"	"MX-MIC"
"MX"	"MX-MOR"
"MX"	"MX-NAY"
"MX"	"MX-NLE"
"MX"	"MX-OAX"
"MX"	"MX-PUE"
"MX"	"MX-QUE"
"MX"	"MX-ROO"
"MX"	"MX-SIN"
"MX"	"MX-SLP"
"MX"	"MX-SON"
"MX"	"MX-TAB"
"MX"	"MX-TAM"
"MX"	"MX-TLA"
"MX"	"MX-VER"
"MX"	"MX-YUC"
"MX"	"MX-ZAC"
"MY"	"MY-01"
"MY"	"MY-02"
"MY"	"MY-03"
"MY"	"MY-04"
"MY"	"MY-05"
"MY"	"MY-06"
"MY"	"MY-07"
"MY"	"MY-08"
"MY"	"MY-09"
"MY"	"MY-10"
"MY"	"MY-11"
"MY"	"MY-12"
"MY"	"MY-13"
"MY"	"MY-14"
"MY"	"MY-15"
"MY"	"MY-16"
"MZ"	"MZ-A"
"MZ"	"MZ-B"
"MZ"	"MZ-G"
"MZ"	"MZ-I"
"MZ"	"MZ-L"
"MZ"	"MZ-MPM"
"MZ"	"MZ-N"
"MZ"	"MZ-P"
"MZ"	"MZ-Q"
"MZ"	"MZ-S"
"MZ"	"MZ-T"
"NA"	"NA-CA"
"NA"	"NA-ER"
"NA"	"NA-HA"
"NA"	"NA-KA"
"NA"	"NA-KE"
"NA"	"NA-KH"
"NA"	"NA-KU"
"NA"	"NA-KW"
"NA"	"NA-OD"
"NA"	"NA-OH"
"NA"	"NA-ON"
"NA"	"NA-OS"
"NA"	"NA-OT"
"NA"	"NA-OW"
"NE"	"NE-1"
"NE"	"NE-2"
"NE"	"NE-3"
"NE"	"NE-4"
"NE"	"NE-5"
"NE"	"NE-6"
"NE"	"NE-7"
"NE"	"NE-8"
"NG"	"NG-AB"
"NG"	"NG-AD"
"NG"	"NG-AK"
"NG"	"NG-AN"
"NG"	"NG-BA"
"NG"	"NG-BE"
"NG"	"NG-BO"
"NG"	"NG-BY"
"NG"	"NG-CR"
"NG"	"NG-DE"
"NG"	"NG-EB"
"NG"	"NG-ED"
"NG"	"NG-EK"
"NG"	"NG-EN"
"NG"	"NG-FC"
"NG"	"NG-GO"
"NG"	"NG-IM"
"NG"	"NG-JI"
"NG"	"NG-KD"
"NG"	"NG-KE"
"NG"	"NG-KN"
"NG"	"NG-KO"
"NG"	"NG-KT"
"NG"	"NG-KW"
"NG"	"NG-LA"
"NG"	"NG-NA"
"NG"	"NG-NI"
"NG"	"NG-OG"
"NG"	"NG-ON"
"NG"	"NG-OS"
"NG"	"NG-OY"
"NG"	"NG-PL"
"NG"	"NG-RI"
"NG"	"NG-SO"
"NG"	"NG-TA"
"NG"	"NG-YO"
"NG"	"NG-ZA"
"NI"	"NI-AN"
"NI"	"NI-AS"
"NI"	"NI-BO"
"NI"	"NI-CA"
"NI"	"NI-CI"
"NI"	"NI-CO"
"NI"	"NI-ES"
"NI"	"NI-GR"
"NI"	"NI-JI"
"NI"	"NI-LE"
"NI"	"NI-MD"
"NI"	"NI-MN"
"NI"	"NI-MS"
"NI"	"NI-MT"
"NI"	"NI-NS"
"NI"	"NI-RI"
"NI"	"NI-SJ"
"NL"	"NL-AW"
"NL"	"NL-BQ1"
"NL"	"NL-BQ2"
"NL"	"NL-BQ3"
"NL"	"NL-CW"
"NL"	"NL-DR"
"NL"	"NL-FL"
"NL"	"NL-FR"
"NL"	"NL-GE"
"NL"	"NL-GR"
"NL"	"NL-LI"
"NL"	"NL-NB"
"NL"	"NL-NH"
"NL"	"NL-OV"
"NL"	"NL-SX"
"NL"	"NL-UT"
"NL"	"NL-ZE"
"NL"	"NL-ZH"
"NO"	"NO-03"
"NO"	"NO-11"
"NO"	"NO-15"
"NO"	"NO-18"
"NO"	"NO-21"
"NO"	"NO-22"
"NO"	"NO-30"
"NO"	"NO-34"
"NO"	"NO-38"
"NO"	"NO-42"
"NO"	"NO-46"
"NO"	"NO-50"
"NO"	"NO-54"
"NP"	"NP-P1"
"NP"	"NP-P2"
"NP"	"NP-P3"
"NP"	"NP-P4"
"NP"	"NP-P5"
"NP"	"NP-P6"
"NP"	"NP-P7"
"NR"	"NR-01"
"NR"	"NR-02"
"NR"	"NR-03"
"NR"	"NR-04"
"NR"	"NR-05"
"NR"	"NR-06"
"NR"	"NR-07"
"NR"	"NR-08"
"NR"	"NR-09"
"NR"	"NR-10"
"NR"	"NR-11"
"NR"	"NR-12"
"NR"	"NR-13"
"NR"	"NR-14"
"NZ"	"NZ-AUK"
"NZ"	"NZ-BOP"
"NZ"	"NZ-CAN"
"NZ"	"NZ-CIT"
"NZ"	"NZ-GIS"
"NZ"	"NZ-HKB"
"NZ"	"NZ-MBH"
"NZ"	"NZ-MWT"
"NZ"	"NZ-NSN"
"NZ"	"NZ-NTL"
"NZ"	"NZ-OTA"
"NZ"	"NZ-STL"
"NZ"	"NZ-TAS"
"NZ"	"NZ-TKI"
"NZ"	"NZ-WGN"
"NZ"	"NZ-WKO"
"NZ"	"NZ-WTC"
"OM"	"OM-BJ"
"OM"	"OM-BS"
"OM"	"OM-BU"
"OM"	"OM-DA"
"OM"	"OM-MA"
"OM"	"OM-MU"
"OM"	"OM-SJ"
"OM"	"OM-SS"
"OM"	"OM-WU"
"OM"	"OM-ZA"
"OM"	"OM-ZU"
"PA"	"PA-1"
"PA"	"PA-10"
"PA"	"PA-2"
"PA"	"PA-3"
"PA"	"PA-4"
"PA"	"PA-5"
"PA"	"PA-6"
"PA"	"PA-7"
"PA"	"PA-8"
"PA"	"PA-9"
"PA"	"PA-EM"
"PA"	"PA-KY"
"PA"	"PA-NB"
"PA"	"PA-NT"
"PE"	"PE-AMA"
"PE"	"PE-ANC"
"PE"	"PE-APU"
"PE"	"PE-ARE"
"PE"	"PE-AYA"
"PE"	"PE-CAJ"
"PE"	"PE-CAL"
"PE"	"PE-CUS"
"PE"	"PE-HUC"
"PE"	"PE-HUV"
"PE"	"PE-ICA"
"PE"	"PE-JUN"
"PE"	"PE-LAL"
"PE"	"PE-LAM"
"PE"	"PE-LIM"
"PE"	"PE-LMA"
"PE"	"PE-LOR"
"PE"	"PE-MDD"
"PE"	"PE-MOQ"
"PE"	"PE-PAS"
"PE"	"PE-PIU"
"PE"	"PE-PUN"
"PE"	"PE-SAM"
"PE"	"PE-TAC"
"PE"	"PE-TUM"
"PE"	"PE-UCA"
"PG"	"PG-CPK"
"PG"	"PG-CPM"
"PG"	"PG-EBR"
"PG"	"PG-EHG"
"PG"	"PG-EPW"
"PG"	"PG-ESW"
"PG"	"PG-GPK"
"PG"	"PG-HLA"
"PG"	"PG-JWK"
"PG"	"PG-MBA"
"PG"	"PG-MPL"
"PG"	"PG-MPM"
"PG"	"PG-MRL"
"PG"	"PG-NCD"
"PG"	"PG-NIK"
"PG"	"PG-NPP"
"PG"	"PG-NSB"
"PG"	"PG-SAN"
"PG"	"PG-SHM"
"PG"	"PG-WBK"
"PG"	"PG-WHM"
"PG"	"PG-WPD"
"PH"	"PH-00"
"PH"	"PH-01"
"PH"	"PH-02"
"PH"	"PH-03"
"PH"	"PH-05"
"PH"	"PH-06"
"PH"	"PH-07"
"PH"	"PH-08"
"PH"	"PH-09"
"PH"	"PH-10"
"PH"	"PH-11"
"PH"	"PH-12"
"PH"	"PH-13"
"PH"	"PH-14"
"PH"	"PH-15"
"PH"	"PH-40"
"PH"	"PH-41"
"PH"	"PH-ABR"
"PH"	"PH-AGN"
"PH"	"PH-AGS"
"PH"	"PH-AKL"
"PH"	"PH-ALB"
"PH"	"PH-ANT"
"PH"	"PH-APA"
"PH"	"PH-AUR"
"PH"	"PH-BAN"
"PH"	"PH-BAS"
"PH"	"PH-BEN"
"PH"	"PH-BIL"
"PH"	"PH-BOH"
"PH"	"PH-BTG"
"PH"	"PH-BTN"
"PH"	"PH-BUK"
"PH"	"PH-BUL"
"PH"	"PH-CAG"
"PH"	"PH-CAM"
"PH"	"PH-CAN"
"PH"	"PH-CAP"
"PH"	"PH-CAS"
"PH"	"PH-CAT"
"PH"	"PH-CAV"
"PH"	"PH-CEB"
"PH"	"PH-COM"
"PH"	"PH-DAO"
"PH"	"PH-DAS"
"PH"	"PH-DAV"
"PH"	"PH-DIN"
"PH"	"PH-DVO"
"PH"	"PH-EAS"
"PH"	"PH-GUI"
"PH"	"PH-IFU"
"PH"	"PH-ILI"
"PH"	"PH-ILN"
"PH"	"PH-ILS"
"PH"	"PH-ISA"
"PH"	"PH-KAL"
"PH"	"PH-LAG"
"PH"	"PH-LAN"
"PH"	"PH-LAS"
"PH"	"PH-LEY"
"PH"	"PH-LUN"
"PH"	"PH-MAD"
"PH"	"PH-MAS"
"PH"	"PH-MDC"
"PH"	"PH-MDR"
"PH"	"PH-MGN"
"PH"	"PH-MGS"
"PH"	"PH-MOU"
"PH"	"PH-MSC"
"PH"	"PH-MSR"
"PH"	"PH-NCO"
"PH"	"PH-NEC"
"PH"	"PH-NER"
"PH"	"PH-NSA"
"PH"	"PH-NUE"
"PH"	"PH-NUV"
"PH"	"PH-PAM"
"PH"	"PH-PAN"
"PH"	"PH-PLW"
"PH"	"PH-QUE"
"PH"	"PH-QUI"
"PH"	"PH-RIZ"
"PH"	"PH-ROM"
"PH"	"PH-SAR"
"PH"	"PH-SCO"
"PH"	"PH-SIG"
"PH"	"PH-SLE"
"PH"	"PH-SLU"
"PH"	"PH-SOR"
"PH"	"PH-SUK"
"PH"	"PH-SUN"
"PH"	"PH-SUR"
"PH"	"PH-TAR"
"PH"	"PH-TAW"
"PH"	"PH-WSA"
"PH"	"PH-ZAN"
"PH"	"PH-ZAS"
"PH"	"PH-ZMB"
"PH"	"PH-ZSI"
"PK"	"PK-BA"
"PK"	"PK-GB"
"PK"	"PK-IS"
"PK"	"PK-JK"
"PK"	"PK-KP"
"PK"	"PK-PB"
"PK"	"PK-SD"
"PL"	"PL-02"
"PL"	"PL-04"
"PL"	"PL-06"
"PL"	"PL-08"
"PL"	"PL-10"
"PL"	"PL-12"
"PL"	"PL-14"
"PL"	"PL-16"
"PL"	"PL-18"
"PL"	"PL-20"
"PL"	"PL-22"
"PL"	"PL-24"
"PL"	"PL-26"
"PL"	"PL-28"
"PL"	"PL-30"
"PL"	"PL-32"
"PS"	"PS-BTH"
"PS"	"PS-DEB"
"PS"	"PS-GZA"
"PS"	"PS-HBN"
"PS"	"PS-JEM"
"PS"	"PS-JEN"
"PS"	"PS-JRH"
"PS"	"PS-KYS"
"PS"	"PS-NBS"
"PS"	"PS-NGZ"
"PS"	"PS-QQA"
"PS"	"PS-RBH"
"PS"	"PS-RFH"
"PS"	"PS-SLT"
"PS"	"PS-TBS"
"PS"	"PS-TKM"
"PT"	"PT-01"
"PT"	"PT-02"
"PT"	"PT-03"
"PT"	"PT-04"
"PT"	"PT-05"
"PT"	"PT-06"
"PT"	"PT-07"
"PT"	"PT-08"
"PT"	"PT-09"
"PT"	"PT-10"
"PT"	"PT-11"
"PT"	"PT-12"
"PT"	"PT-13"
"PT"	"PT-14"
"PT"	"PT-15"
"PT"	"PT-16"
"PT"	"PT-17"
"PT"	"PT-18"
"PT"	"PT-20"
"PT"	"PT-30"
"PW"	"PW-002"
"PW"	"PW-004"
"PW"	"PW-010"
"PW"	"PW-050"
"PW"	"PW-100"
"PW"	"PW-150"
"PW"	"PW-212"
"PW"	"PW-214"
"PW"	"PW-218"
"PW"	"PW-222"
"PW"	"PW-224"
"PW"	"PW-226"
"PW"	"PW-227"
"PW"	"PW-228"
"PW"	"PW-350"
"PW"	"PW-370"
"PY"	"PY-1"
"PY"	"PY-10"
"PY"	"PY-11"
"PY"	"PY-12"
"PY"	"PY-13"
"PY"	"PY-14"
"PY"	"PY-15"
"PY"	"PY-16"
"PY"	"PY-19"
"PY"	"PY-2"
"PY"	"PY-3"
"PY"	"PY-4"
"PY"	"PY-5"
"PY"	"PY-6"
"PY"	"PY-7"
"PY"	"PY-8"
"PY"	"PY-9"
"PY"	"PY-ASU"
"QA"	"QA-DA"
"QA"	"QA-KH"
"QA"	"QA-MS"
"QA"	"QA-RA"
"QA"	"QA-SH"
"QA"	"QA-US"
"QA"	"QA-WA"
"QA"	"QA-ZA"
"RO"	"RO-AB"
"RO"	"RO-AG"
"RO"	"RO-AR"
"RO"	"RO-B"
"RO"	"RO-BC"
"RO"	"RO-BH"
"RO"	"RO-BN"
"RO"	"RO-BR"
"RO"	"RO-BT"
"RO"	"RO-BV"
"RO"	"RO-BZ"
"RO"	"RO-CJ"
"RO"	"RO-CL"
"RO"	"RO-CS"
"RO"	"RO-CT"
"RO"	"RO-CV"
"RO"	"RO-DB"
"RO"	"RO-DJ"
"RO"	"RO-GJ"
"RO"	"RO-GL"
"RO"	"RO-GR"
"RO"	"RO-HD"
"RO"	"RO-HR"
"RO"	"RO-IF"
"RO"	"RO-IL"
"RO"	"RO-IS"
"RO"	"RO-MH"
"RO"	"RO-MM"
"RO"	"RO-MS"
"RO"	"RO-NT"
"RO"	"RO-OT"
"RO"	"RO-PH"
"RO"	"RO-SB"
"RO"	"RO-SJ"
"RO"	"RO-SM"
"RO"	"RO-SV"
"RO"	"RO-TL"
"RO"	"RO-TM"
"RO"	"RO-TR"
"RO"	"RO-VL"
"RO"	"RO-VN"
"RO"	"RO-VS"
"RS"	"RS-00"
"RS"	"RS-01"
"RS"	"RS-02"
"RS"	"RS-03"
"RS"	"RS-04"
"RS"	"RS-05"
"RS"	"RS-06"
"RS"	"RS-07"
"RS"	"RS-08"
"RS"	"RS-09"
"RS"	"RS-10"
"RS"	"RS-11"
"RS"	"RS-12"
"RS"	"RS-13"
"RS"	"RS-14"
"RS"	"RS-15"
"RS"	"RS-16"
"RS"	"RS-17"
"RS"	"RS-18"
"RS"	"RS-19"
"RS"	"RS-20"
"RS"	"RS-21"
"RS"	"RS-22"
"RS"	"RS-23"
"RS"	"RS-24"
"RS"	"RS-25"
"RS"	"RS-26"
"RS"	"RS-27"
"RS"	"RS-28"
"RS"	"RS-29"
"RS"	"RS-KM"
"RS"	"RS-VO"
"RU"	"RU-AD"
"RU"	"RU-AL"
"RU"	"RU-ALT"
"RU"	"RU-AMU"
"RU"	"RU-ARK"
"RU"	"RU-AST"
"RU"	"RU-BA"
"RU"	"RU-BEL"
"RU"	"RU-BRY"
"RU"	"RU-BU"
"RU"	"RU-CE"
"RU"	"RU-CHE"
"RU"	"RU-CHU"
"RU"	"RU-CU"
"RU"	"RU-DA"
"RU"	"RU-IN"
"RU"	"RU-IRK"
"RU"	"RU-IVA"
"RU"	"RU-KAM"
"RU"	"RU-KB"
"RU"	"RU-KC"
"RU"	"RU-KDA"
"RU"	"RU-KEM"
"RU"	"RU-KGD"
"RU"	"RU-KGN"
"RU"	"RU-KHA"
"RU"	"RU-KHM"
"RU"	"RU-KIR"
"RU"	"RU-KK"
"RU"	"RU-KL"
"RU"	"RU-KLU"
"RU"	"RU-KO"
"RU"	"RU-KOS"
"RU"	"RU-KR"
"RU"	"RU-KRS"
"RU"	"RU-KYA"
"RU"	"RU-LEN"
"RU"	"RU-LIP"
"RU"	"RU-MAG"
"RU"	"RU-ME"
"RU"	"RU-MO"
"RU"	"RU-MOS"
"RU"	"RU-MOW"
"RU"	"RU-MUR"
"RU"	"RU-NEN"
"RU"	"RU-NGR"
"RU"	"RU-NIZ"
"RU"	"RU-NVS"
"RU"	"RU-OMS"
"RU"	"RU-ORE"
"RU"	"RU-ORL"
"RU"	"RU-PER"
"RU"	"RU-PNZ"
"RU"	"RU-PRI"
"RU"	"RU-PSK"
"RU"	"RU-ROS"
"RU"	"RU-RYA"
"RU"	"RU-SA"
"RU"	"RU-SAK"
"RU"	"RU-SAM"
"RU"	"RU-SAR"
"RU"	"RU-SE"
"RU"	"RU-SMO"
"RU"	"RU-SPE"
"RU"	"RU-STA"
"RU"	"RU-SVE"
"RU"	"RU-TA"
"RU"	"RU-TAM"
"RU"	"RU-TOM"
"RU"	"RU-TUL"
"RU"	"RU-TVE"
"RU"	"RU-TY"
"RU"	"RU-TYU"
"RU"	"RU-UD"
"RU"	"RU-ULY"
"RU"	"RU-VGG"
"RU"	"RU-VLA"
"RU"	"RU-VLG"
"RU"	"RU-VOR"
"RU"	"RU-YAN"
"RU"	"RU-YAR"
"RU"	"RU-YEV"
"RU"	"RU-ZAB"
"RW"	"RW-01"
"RW"	"RW-02"
"RW"	"RW-03"
"RW"	"RW-04"
"RW"	"RW-05"
"SA"	"SA-01"
"SA"	"SA-02"
"SA"	"SA-03"
"SA"	"SA-04"
"SA"	"SA-05"
"SA"	"SA-06"
"SA"	"SA-07"
"SA"	"SA-08"
"SA"	"SA-09"
"SA"	"SA-10"
"SA"	"SA-11"
"SA"	"SA-12"
"SA"	"SA-14"
"SB"	"SB-CE"
"SB"	"SB-CH"
"SB"	"SB-CT"
"SB"	"SB-GU"
"SB"	"SB-IS"
"SB"	"SB-MK"
"SB"	"SB-ML"
"SB"	"SB-RB"
"SB"	"SB-TE"
"SB"	"SB-WE"
"SC"	"SC-01"
"SC"	"SC-02"
"SC"	"SC-03"
"SC"	"SC-04"
"SC"	"SC-05"
"SC"	"SC-06"
"SC"	"SC-07"
"SC"	"SC-08"
"SC"	"SC-09"
"SC"	"SC-10"
"SC"	"SC-11"
"SC"	"SC-12"
"SC"	"SC-13"
"SC"	"SC-14"
"SC"	"SC-15"
"SC"	"SC-16"
"SC"	"SC-17"
"SC"	"SC-18"
"SC"	"SC-19"
"SC"	"SC-20"
"SC"	"SC-21"
"SC"	"SC-22"
"SC"	"SC-23"
"SC"	"SC-24"
"SC"	"SC-25"
"SC"	"SC-26"
"SC"	"SC-27"
"SD"	"SD-DC"
"SD"	"SD-DE"
"SD"	"SD-DN"
"SD"	"SD-DS"
"SD"	"SD-DW"
"SD"	"SD-GD"
"SD"	"SD-GK"
"SD"	"SD-GZ"
"SD"	"SD-KA"
"SD"	"SD-KH"
"SD"	"SD-KN"
"SD"	"SD-KS"
"SD"	"SD-NB"
"SD"	"SD-NO"
"SD"	"SD-NR"
"SD"	"SD-NW"
"SD"	"SD-RS"
"SD"	"SD-SI"
"SE"	"SE-AB"
"SE"	"SE-AC"
"SE"	"SE-BD"
"SE"	"SE-C"
"SE"	"SE-D"
"SE"	"SE-E"
"SE"	"SE-F"
"SE"	"SE-G"
"SE"	"SE-H"
"SE"	"SE-I"
"SE"	"SE-K"
"SE"	"SE-M"
"SE"	"SE-N"
"SE"	"SE-O"
"SE"	"SE-S"
"SE"	"SE-T"
"SE"	"SE-U"
"SE"	"SE-W"
"SE"	"SE-X"
"SE"	"SE-Y"
"SE"	"SE-Z"
"SG"	"SG-01"
"SG"	"SG-02"
"SG"	"SG-03"
"SG"	"SG-04"
"SG"	"SG-05"
"SH"	"SH-AC"
"SH"	"SH-HL"
"SH"	"SH-TA"
"SI"	"SI-001"
"SI"	"SI-002"
"SI"	"SI-003"
"SI"	"SI-004"
"SI"	"SI-005"
"SI"	"SI-006"
"SI"	"SI-007"
"SI"	"SI-008"
"SI"	"SI-009"
"SI"	"SI-010"
"SI"	"SI-011"
"SI"	"SI-012"
"SI"	"SI-013"
"SI"	"SI-014"
"SI"	"SI-015"
"SI"	"SI-016"
"SI"	"SI-017"
"SI"	"SI-018"
"SI"	"SI-019"
"SI"	"SI-020"
"SI"	"SI-021"
"SI"	"SI-022"
"SI"	"SI-023"
"SI"	"SI-024"
"SI"	"SI-025"
"SI"	"SI-026"
"SI"	"SI-027"
"SI"	"SI-028"
